r,q,sigma,S,err_price
0.05728122877653568,0.02654434715786691,0.12436714444631514,78.96754906620163,[-0.06125574]
0.08759400724240313,0.0018758146770764816,0.045818206056151445,84.12099591542521,[-0.04266252]
0.022030165511965096,0.05628573989157202,0.26973054728716334,99.53620028043258,[-1019.70416]
0.030075307000335418,0.05114487253382032,0.39311425837577674,131.25055814922135,[5.2026553]
0.05328408874958466,0.08063352144105171,0.017137739804822583,65.40661208995098,[2.4131773]
0.07481850276686759,0.0384869897222283,0.15894924509767183,107.20088129669858,[0.06989896]
0.03724205151363791,0.09095299099914622,0.1934856125114841,133.62491954172748,[1.0774944e+08]
0.06017637200942211,0.09120187774422991,0.24202678717733755,145.85140665956837,[-3.5051324]
0.057670966045295126,0.0027744297986087574,0.36943542460883566,136.14007965823308,[-0.04539801]
0.009855000940345082,0.0963443040844573,0.2817130180508186,124.07019109377187,[1.3468783e+17]
0.02240013180127022,0.09411824956874715,0.3216642296479363,104.33186379330061,[49014.957]
0.09613901971756732,0.05569687326666585,0.2658341959727677,54.47669620530249,[0.00060671]
0.054638896996429126,0.07443608893284424,0.18420161501600613,117.93260135812208,[35.055943]
0.05641078118839661,0.020797501638302764,0.27340696156078775,97.59887408792545,[0.09501944]
0.03377196207061569,0.06626352006348812,0.03057688429666533,87.27714256192272,[-inf]
0.0434109346885466,0.0973867621457174,0.34909967728517655,112.57886201294437,[22.875038]
0.015594451246101438,0.043509242639066505,0.18561754944718822,144.03975501846134,[-1.9175643e+13]
0.04528176311820769,0.08550999869224472,0.3268059257065031,137.92869554171546,[31.294033]
0.00033354447990772144,0.09247882362767179,0.4756468771399048,65.4935516693352,[-1.713679e+28]
0.0065710676058981735,0.03172833574910473,0.2927777249387893,102.41313450448837,[-83031144.]
0.04351226187451721,0.09126771525142097,0.2849883259962751,143.41367486942812,[261.45718]
0.05761543540560689,0.01851801941495327,0.49103935444334407,149.85032604111038,[-0.05971661]
0.04464681083335516,0.07624305583027202,0.3182817090922908,68.52439749130983,[0.01609712]
0.05792019600682361,0.06542419346310836,0.296870185097808,104.14766389935005,[0.58569604]
0.059187906853578366,0.0708991172293578,0.3854889868306556,58.90501962977544,[-0.00794607]
0.09134954904132798,0.04496250050577455,0.34831055790559734,88.76390491667195,[0.02491903]
0.00510571487547602,0.06636412576192516,0.1828302820744328,105.27799601314446,[-inf]
0.026658984055727787,0.020387608067190602,0.14810247690626505,134.18676325919995,[0.04845874]
0.09240151916739525,0.09785835876003031,0.20716547368311133,127.3186569430211,[1.269639]
0.01680531205904854,0.07442558911563787,0.21210315923307027,134.40920891688768,[9.3964764e+14]
0.019702025905972788,0.08189155413922888,0.03616266155675579,134.61077117521705,[-inf]
0.04236489364382933,0.014074135541701694,0.15295857544837693,120.9361933483824,[-0.16258825]
0.04462849674538119,0.023326435882255137,0.1193827475582333,119.31732530029771,[-0.01815054]
0.0647769477894342,0.006392509607999475,0.4062588497111339,64.01841831673873,[0.05589499]
0.024056424441156268,0.0013903825184684027,0.2531274176696669,135.0932048828805,[0.11277375]
0.09297370841390667,0.046330977444316294,0.05137463774354739,97.43051157547495,[0.1385925]
0.02904582710630668,0.030939728053823768,0.12147954505196595,145.36915489132355,[-9848.367]
0.039741032927442944,0.00035734334650691093,0.24763108122943867,120.01977471477517,[-0.15995905]
0.08152703162348696,0.07533868293420831,0.35108113297487925,69.80956281494338,[0.0194655]
0.03501053774260956,0.04594720626912786,0.0684811742433783,92.73774694179545,[-291.7321]
0.010148815654607136,0.008725561520610292,0.41809286384896815,66.89475584179391,[0.9092511]
0.047286841209022545,0.06249123981609253,0.4694844419852353,80.632322550236,[0.22410895]
0.01811214483155803,0.08754213432262468,0.15179289887452935,77.76530725874899,[5.592692e+17]
0.015012789635989643,0.044468182224225966,0.11573736294817555,85.88615967449317,[-3.199451e+15]
0.033364657677519206,0.06248875697828198,0.22285109854339746,117.79434434790585,[1453.4615]
0.030085686901076204,0.032238179606662046,0.4991397650858842,73.82739078192124,[0.24728008]
0.0762861478793503,0.06995866830533631,0.3239203255765561,62.15615992516877,[0.01410418]
0.0005572317266465788,0.07455532583314523,0.04151424944618359,74.27191203435788,[inf]
0.09892276317622745,0.09661141753860625,0.4606623749090466,108.32644794345589,[-0.14944242]
0.045623203670491,0.04623376020117184,0.16986957412493686,146.7353302165056,[-49.489407]
0.08159795485724872,0.09919252374110123,0.15044085669149454,107.98507253564827,[3.8258488]
0.0682067861155801,0.03836291545431915,0.29208900006198335,69.65172183057715,[0.00627125]
0.03138682041025747,0.013494683208235537,0.3213893546359967,83.41429798111571,[0.10771609]
0.04248362356694272,0.038056627895579155,0.026374915531963417,139.58538507864122,[-2.5019143e+38]
0.07274746734599567,0.0324033195537739,0.4493496597142689,117.5623221912983,[0.09246977]
0.09916711272492545,0.04632129618386249,0.0548039372236076,62.159851003346034,[0.02517991]
0.07464716071236888,0.057874770447052484,0.10840474472047845,104.75958984972186,[0.04952317]
0.05298038787220699,0.08577763335707876,0.02653812215637158,61.305135358948604,[1.9361315]
0.04426010959130248,0.013941709325616081,0.4943712219385489,69.8252574752426,[0.02440603]
0.061963298945392126,0.04436569840058572,0.39083717855132155,55.26295685018017,[0.05286316]
0.03243950640167801,0.04697726160751016,0.05681696234774075,114.11773094303422,[4.5716682e+18]
0.05342146566779802,0.08268086103496063,0.22114252773946508,79.50208030920727,[0.18254192]
0.03158921446849087,0.02356500301182192,0.46649263538995517,129.87126238028708,[0.07447122]
0.034345827780417205,0.04498338751875084,0.05055499918832501,108.93796444635342,[4.2002877e+12]
0.0728906475130981,0.022795279494932333,0.22100766757519408,117.48476010454057,[0.11575077]
0.04426435139280304,0.05505454408148197,0.09742462824527426,129.49981810298436,[698364.7]
0.01096126664275653,0.047071471817582394,0.14555805922322806,60.53898641438434,[1.8311927e+11]
0.08555429798971552,0.020019634379217333,0.23463389145112307,111.27589268331602,[0.1915763]
0.026961220601569125,0.04796636378627942,0.2652344272145209,94.48168716388514,[3.439293]
0.0363158653579688,0.025602141644724075,0.45308668907668326,100.94801022579838,[0.1479417]
0.07013419421870024,0.05340145855450225,0.14303114079419071,97.8644727906809,[-0.01144065]
0.08232138906409892,0.08759929350330688,0.47039770578125795,71.59161928095915,[-0.00432344]
0.0345215532364175,0.011894794111099305,0.49412762086203,113.1011414991907,[0.04652504]
0.07048748572055501,0.0430737955261757,0.12177536915006737,88.72291185052497,[-0.00584771]
0.02886883516640223,0.05324040140891306,0.4081104603966908,133.1783582964431,[7.59572]
0.028622020835056074,0.0177582073958203,0.3615629450956945,91.70265213641659,[0.15860404]
0.01819515777304175,0.06043469372958428,0.05626773415387076,59.55176055466269,[9.698583e+31]
0.0012051197960855965,0.02070866516935125,0.23950412714916386,66.23096000172029,[-1.7927656e+25]
0.006868755510338565,0.049251148423205715,0.45157272567308776,51.15008946995441,[153.93216]
0.02280781930549454,0.09013201122064954,0.31711938792195893,133.04730511913849,[869707.75]
0.09093094685462465,0.0218746804797757,0.3697673126199067,76.10164292035743,[-0.00386674]
0.09384310263601532,0.09571495206696139,0.08010619916242862,131.225408304047,[1536.2899]
0.0047129677229035384,0.05994000779051593,0.2409644466205284,109.95792117126203,[-4.4920264e+26]
0.07599185932484054,0.08700257768707972,0.2515107054722464,57.3660997125922,[-0.00040323]
0.09137639863570068,0.006078182850454517,0.39723563824769836,62.12387936938949,[0.00993868]
0.09026319203789857,0.06344379466773087,0.1550874744000077,136.51444888780645,[7.55342]
0.018039057562527473,0.021556823711736894,0.1629454248760172,91.38350512522118,[-1.0868434]
0.021867176140305825,0.0919710387507836,0.22020612553068475,145.18259480303294,[-1.3033383e+15]
0.025325093974455416,0.04685526660747104,0.40080089044207207,148.93351845665072,[10.304478]
0.04497421399724393,0.047000958916143365,0.4703344789323579,93.2202985279927,[0.08976362]
0.04404447869515574,0.09531483167760263,0.24844399880933044,62.62326482273684,[0.18435606]
0.094145648686315,0.05014757912800513,0.1803531467952687,140.06979568746576,[3.8230433]
0.0017140762178309067,0.09476249676938954,0.043753222424673055,57.54997107623541,[inf]
0.09422592926414503,0.04779660110723341,0.08985285468455007,148.22646644021353,[-412845.3]
0.03352160925052008,0.09413393459469507,0.22974559836569014,86.79333139863252,[6269.6514]
0.057333575903778015,0.09105218912042584,0.4900430915867663,119.5726947697289,[0.43247434]
0.03683057641193687,0.08635941806630228,0.4621597180506147,104.2922908343841,[1.3986422]
0.071155080481553,0.08714989029295776,0.3422406650762703,115.04323300302245,[0.24637139]
0.03807171716108157,0.060040954949517,0.12159113471679173,61.98806470232636,[0.9546753]
0.02585324447932127,0.044623722519986746,0.17228200077071315,120.19773406356794,[49533.297]
0.03825277998361024,0.05048616050883528,0.14542788952717478,58.90261920485119,[-0.04924425]
0.07167954018596762,0.022411042811888517,0.232720707263682,109.39560642374697,[0.0177305]
0.06726223918786632,0.041474308419379026,0.13955003932194454,139.27781993958104,[5.744065]
0.06442743144075573,0.024802813241918343,0.3840468668864891,103.68090250410089,[0.01271121]
0.04197689601439406,0.009739089925994406,0.11108073860972673,60.542445827165295,[0.00097437]
0.06972293949846019,0.07476308375644232,0.2178733729967351,55.42944892851127,[-0.00648034]
0.016993653461909265,0.0944905791748406,0.4459577888672323,89.82601025724094,[-1164.6826]
0.014143570408023866,0.04434725373532547,0.21676148956944508,51.95387431714412,[327.63538]
0.07189916241768497,0.06574379737614737,0.2932922427460196,130.6942692902578,[0.1886834]
0.08208176492808417,0.02141469023200896,0.03512883675164741,86.8775841760787,[0.04486937]
0.08812946924485225,0.07755212317418916,0.1276846512030348,123.34519729310138,[5.8678923]
0.056666347189739445,0.02764946280948696,0.3603236617708202,78.35466636584681,[0.03304781]
0.034156965331924485,0.02024244434849991,0.2789305044081619,94.83436404889378,[0.05764611]
0.06323109198339634,0.0010512187294489217,0.20286713325946437,53.75514223111884,[0.00496191]
0.030505302796435,0.008626643861912331,0.27276974001369936,142.04465606015444,[0.31617597]
0.0854354685341935,0.04912563273126918,0.17209253329986446,50.22090399468402,[0.00451602]
0.06446103481083068,0.032202767186978225,0.1955009811212201,112.2185246245763,[-0.0052022]
0.018450426456919033,0.05611316971641529,0.2248694721545953,87.65467350033094,[-93143.09]
0.08377738135504521,0.07310953818190946,0.07906974790874793,141.1628084253215,[-129927.03]
0.00019239424662348403,0.02431824764727285,0.06853534677841794,84.13730913765852,[inf]
0.01479891520595973,0.028117346249869425,0.20022710302938124,97.33859565483314,[595.74927]
0.026984881882917946,0.006797816102691046,0.2702794816268628,113.3384635684283,[-0.24967018]
0.06559472667421737,0.0028678752383410003,0.05293132545775131,116.82635046582718,[13572.333]
0.010257004001124437,0.006659066128286284,0.22584334807678919,86.47414742704188,[-0.42835408]
0.06733429161633879,0.004031134048235441,0.11265589019318484,78.51853204904141,[0.00466877]
0.03252681123006164,0.0007933937336056185,0.2754414313425315,51.300195775887204,[0.06514603]
0.030056343854343026,0.0909826096046766,0.07909762006906218,113.83619375735663,[inf]
0.045653991346440985,0.09249360588910813,0.2203473121521407,70.26505058037156,[0.8999265]
0.09956570373048325,0.07239434568998368,0.06483507401465821,102.82065326831255,[1.0177759]
0.030625421298612912,0.08819108131958839,0.08047723480612912,114.38936007559869,[inf]
0.09575816821532361,0.09088287728057498,0.4502457876493573,116.35888616183324,[-0.09356994]
0.03030462280940506,0.007490318902788506,0.08592817097522276,139.35934929285727,[-23556.076]
0.07079093872875374,0.010435889122877396,0.4860167388632222,100.98924667919377,[-0.01345027]
0.017180499502688875,0.04796042342278124,0.19959110865376462,71.38799594544392,[438.2481]
0.06329369814435788,0.05260938671614718,0.13705874410217267,130.2772258414907,[5.0434923]
0.05388090484462941,0.033943554292737654,0.07890664333401648,99.94574328466564,[0.01555061]
0.015396339039452745,0.09155751306731023,0.24746060545234733,141.2730810274194,[-2.815359e+16]
0.03198759379777799,0.046025498661567625,0.2606827665092667,139.83439647098157,[23.577614]
0.012694845632797703,0.039862451588492276,0.04218505895198843,141.4337162679304,[-inf]
0.08165558714646765,0.04005628887342018,0.3344198676826874,104.30387408602328,[0.01748312]
0.06117843348998259,0.08521833762914618,0.4932393103952928,58.08897884525379,[-0.096262]
0.05678899586118178,0.09032549715047772,0.1982602306993585,75.46265102305917,[0.62369686]
0.01311816966281073,0.062522047193762,0.10551035473294024,87.83366768008567,[-inf]
0.040124877973252884,0.06244473303634984,0.4776325628065676,148.8572361790297,[2.254748]
0.029893411696246475,0.026451559613660327,0.3601289749156014,118.9599492816081,[-0.07201995]
0.027135593901212063,0.09459771445389442,0.4006875947023866,69.86260642994668,[-11.326543]
0.049655087568600625,0.009229556807637873,0.26247518895257227,106.94114431803371,[-0.05804523]
0.018133551881898313,0.007457790908054185,0.09003996229357808,98.78049161095328,[-0.22775234]
0.005593344072776552,0.017403632977254814,0.09705498050939254,92.9103849803669,[-4.7120146e+28]
0.05362155419839355,0.036751620835758995,0.32269695545649557,143.20506005232923,[0.2727555]
0.023292270456066536,0.09900202824416987,0.1668358848229196,109.85046717827629,[9.862078e+18]
0.035892013365209266,0.06803914838039583,0.4265999060308699,129.28425281034134,[4.723031]
0.062184259422872534,0.05655790165051017,0.07633548105039284,131.3436849048217,[-513.4073]
0.09834619799393521,0.06335751503771461,0.2907187645442299,64.85912979409039,[-0.03384639]
0.027667341635045972,0.03605227000651762,0.09585501936583501,149.0393728500621,[-2.5352384e+12]
0.09232690293671902,0.037207536889220676,0.07257781524877482,89.55734914737627,[-0.07623249]
0.016430447234298474,0.05382189951265483,0.08917714247965741,54.904434686440915,[5.6361718e+10]
0.06143392207659898,0.03810054851064751,0.3417374462603027,102.25032246220754,[0.1219715]
0.06276310734226936,0.03184925119075393,0.29111384210152286,99.45729921968277,[0.06136878]
0.05943170083418828,0.0007683682044184459,0.48244895581761293,73.51075438194628,[0.05331928]
0.007668562218233155,0.029482245129793208,0.34646732355736437,143.27334720570602,[-2186583.8]
0.08441509411190785,0.03266936247423185,0.4160854607914561,55.43958368847056,[0.03498688]
0.009283046373768367,0.01863475301363715,0.39388317280690893,122.42438157483649,[34.092552]
0.013113783938663404,0.07081286399706054,0.3808890905017448,69.08604522870674,[-468.61017]
0.06706971739440269,0.04056005671230052,0.036703990856239765,101.7454510279021,[2.8420014]
0.04925672007758643,0.08819086975363027,0.28009586218049853,134.02487318957162,[79.78259]
0.045325660047574615,0.07155395748580899,0.4849319995399535,52.11155416828015,[0.02085563]
0.0451306486124135,0.042985427610493725,0.3900349957389901,51.85384988208433,[0.12802161]
0.05798528568904781,0.02788243165974974,0.23828926123583205,121.72544240447256,[-0.0205354]
0.06298960406438774,0.024619640901093434,0.1027030063671654,135.06564028121215,[-170.54018]
0.05075354593210375,0.09795599539218003,0.33176035852747415,72.56716014706208,[-0.49726182]
0.01693611675274076,0.03242624197132037,0.381842527075326,96.02584519420009,[5.139906]
0.05679286836949885,0.059520582826388085,0.0872818569418668,84.31691979005242,[0.23811996]
0.029450368268311912,0.09362808605548839,0.003777388138454907,145.61787972184322,[-inf]
0.01411820503327439,0.054413232987251293,0.1312784381178878,80.44166293157357,[-1.03840325e+18]
0.07626648292081759,0.06910556395190345,0.38269805346795743,68.90467812077318,[-0.005222]
0.02027608881192873,0.07577139778984489,0.06064265869801877,140.7200294502856,[-inf]
0.09237278685548939,0.050514456899635955,0.3516470768601998,83.44876715117076,[0.05859091]
0.06367722605778524,0.002502082002400952,0.10964041569626448,95.37084652911997,[-0.01357818]
0.04902183892077625,0.09857320408866142,0.49945071605243957,62.30973461149574,[0.2453278]
0.027615520267600936,0.008258583479391358,0.17070845933149226,144.89179993614692,[-6.5822587]
0.056978260730024266,0.003995352117594386,0.26031553191393686,143.30973092437728,[0.34845537]
0.0972793817486426,0.09118584240014498,0.3796313779232448,75.15639482272698,[0.00795425]
0.09005556371818463,0.029717079389784753,0.4388144309481755,54.139800524035486,[0.01889701]
0.005641115430945254,0.08031589867972329,0.05335431392980211,93.92071923252936,[inf]
0.034315553644973705,0.027790752385662365,0.18102562753754753,98.56617978432008,[0.03932909]
0.08364316822527515,0.06171837122570896,0.4536841330759326,133.6709543976489,[-0.13734238]
0.014613108183789737,0.04227643149943233,0.2665065618177021,75.57577719987282,[532.10876]
0.05662862341161665,0.0974220864213858,0.11261021042590386,128.4562779416068,[1.12741106e+11]
0.09949487819054584,0.025405669811389933,0.4280307469589385,67.39020540041186,[0.00635493]
0.09220077491054214,0.030421382529653252,0.13900516147071657,140.47349421426054,[14.809918]
0.029116699034613804,0.0222095479412585,0.15466780467111996,117.34649174318737,[0.23197052]
0.002161845651853711,0.015381638652382469,0.055465570596977376,102.33251702256639,[inf]
0.00512864501970739,0.0920648938392358,0.2341559556277305,111.52140783059647,[2.8215107e+36]
0.020067580306646206,0.06958544411747163,0.011989541072120857,57.85115351825569,[inf]
0.09126258822700577,0.021504957797656044,0.24516191465362452,102.31138754089474,[-0.05411702]
0.018536888487412608,0.05894972138117053,0.1306398433124371,115.57249640502378,[3.4172742e+22]
0.02572366363961988,0.043250202960410926,0.25037987171322146,51.93860817298476,[0.3569288]
0.010865334583091158,0.008844196896568136,0.22518493633404585,103.7523215363741,[-0.30640054]
0.0976773268744416,0.03449453390161639,0.08942767104279503,146.71928129805215,[-339432.5]
0.053560139082083416,0.09626562838855124,0.17585456125353977,57.44631724165163,[0.9985709]
0.04540087772748415,0.09789061753822562,0.03577099366359704,97.58214311000296,[inf]
0.08487979759362574,0.021098669974021336,0.3960799805514752,56.46506649447856,[0.00770994]
0.0314718079482574,0.017067347992067685,0.48717550497593565,110.68531894491115,[0.1660787]
0.027892005196867322,0.09224811374351784,0.27693645784981075,85.6068329256799,[1261.9896]
0.07087192638539781,0.06749891840730819,0.48112124911483667,56.12188288944747,[-0.04553928]
0.08772470709191595,0.06518393007874766,0.07677240177051026,90.76041566031174,[-0.08696448]
0.005687286478947052,0.08705106007648174,0.05010879264873963,71.92781663287312,[inf]
0.07086797565914607,0.07609607187295762,0.10851670888629467,65.52687716826235,[0.03647945]
0.0025174426572427745,0.007988576573777452,0.44117622769259895,67.91220126936446,[194.68398]
0.04035790164957055,0.07700354300209139,0.491539060677879,137.2512057115136,[3.1672773]
0.09227803485581099,0.08319938239888064,0.17442733449449255,113.7171171046398,[0.38184378]
0.070729081143991,0.041279721958337436,0.3016828460996582,147.08656283837973,[0.5516949]
0.032661966889210185,0.09205250328911313,0.493667121725252,108.69497045842165,[2.6180644]
0.09150484707247769,0.07436668469623152,0.3593708290629218,61.31447854744798,[-0.01753755]
0.07462805298929434,0.017895601800448357,0.37850186258249,55.977993503038135,[0.02872714]
0.08760246867964565,0.01869048762319523,0.4290767184987592,139.55238779970864,[-0.00480656]
0.010243696636939793,0.011582891576771637,0.4875534657083082,148.42164375946953,[3.158482]
0.009629147700576624,0.06360091011696338,0.1846462907521691,55.897309923237124,[-1.7224844e+12]
0.0851773099405998,0.0663582575190396,0.030273586113527207,95.33136923378812,[-0.22723405]
0.04067994507499837,0.09849930426685168,0.4972756637574107,72.66068401534021,[1.7335804]
0.07630792691990627,0.06627363461417665,0.21716175337829918,107.57737318442022,[0.13250567]
0.04101961374998874,0.003922930544180437,0.3774370567113568,129.56853436169737,[-0.1783604]
0.09351169796032696,0.052108316575255866,0.033295986855011894,142.66612943989907,[-4.3683407e+32]
0.025105930810308763,0.013183592100848874,0.07263020777491513,109.11642232160732,[1.2653211]
